create table Rel-i-i-1000 (left INT, right INT, PRIMARY KEY (left));
insert into Rel-i-i-1000 (left,right) values (7947,1);
insert into Rel-i-i-1000 (left,right) values (7948,1);
insert into Rel-i-i-1000 (left,right) values (7949,1);
insert into Rel-i-i-1000 (left,right) values (7950,1);
insert into Rel-i-i-1000 (left,right) values (7951,1);
insert into Rel-i-i-1000 (left,right) values (7952,1);
insert into Rel-i-i-1000 (left,right) values (7953,1);
insert into Rel-i-i-1000 (left,right) values (7954,1);
insert into Rel-i-i-1000 (left,right) values (7955,1);
insert into Rel-i-i-1000 (left,right) values (7956,1);
insert into Rel-i-i-1000 (left,right) values (7957,1);
insert into Rel-i-i-1000 (left,right) values (7958,1);
insert into Rel-i-i-1000 (left,right) values (7959,1);
insert into Rel-i-i-1000 (left,right) values (7960,1);
insert into Rel-i-i-1000 (left,right) values (7961,1);
insert into Rel-i-i-1000 (left,right) values (7962,1);
insert into Rel-i-i-1000 (left,right) values (7963,1);
insert into Rel-i-i-1000 (left,right) values (7964,1);
insert into Rel-i-i-1000 (left,right) values (7965,1);
insert into Rel-i-i-1000 (left,right) values (7966,1);
insert into Rel-i-i-1000 (left,right) values (7967,1);
insert into Rel-i-i-1000 (left,right) values (7968,1);
insert into Rel-i-i-1000 (left,right) values (7969,1);
insert into Rel-i-i-1000 (left,right) values (7970,1);
insert into Rel-i-i-1000 (left,right) values (7971,1);
insert into Rel-i-i-1000 (left,right) values (7972,1);
insert into Rel-i-i-1000 (left,right) values (7973,1);
insert into Rel-i-i-1000 (left,right) values (7974,1);
insert into Rel-i-i-1000 (left,right) values (7975,1);
insert into Rel-i-i-1000 (left,right) values (7976,1);
insert into Rel-i-i-1000 (left,right) values (7977,1);
insert into Rel-i-i-1000 (left,right) values (7978,1);
insert into Rel-i-i-1000 (left,right) values (7979,1);
insert into Rel-i-i-1000 (left,right) values (7980,1);
insert into Rel-i-i-1000 (left,right) values (7981,1);
insert into Rel-i-i-1000 (left,right) values (7982,1);
insert into Rel-i-i-1000 (left,right) values (7983,1);
insert into Rel-i-i-1000 (left,right) values (7984,1);
insert into Rel-i-i-1000 (left,right) values (7985,1);
insert into Rel-i-i-1000 (left,right) values (7986,1);
insert into Rel-i-i-1000 (left,right) values (7987,1);
insert into Rel-i-i-1000 (left,right) values (7988,1);
insert into Rel-i-i-1000 (left,right) values (7989,1);
insert into Rel-i-i-1000 (left,right) values (7990,1);
insert into Rel-i-i-1000 (left,right) values (7991,1);
insert into Rel-i-i-1000 (left,right) values (7992,1);
insert into Rel-i-i-1000 (left,right) values (7993,1);
insert into Rel-i-i-1000 (left,right) values (7994,1);
insert into Rel-i-i-1000 (left,right) values (7995,1);
insert into Rel-i-i-1000 (left,right) values (7996,1);
insert into Rel-i-i-1000 (left,right) values (7997,1);
insert into Rel-i-i-1000 (left,right) values (7998,1);
insert into Rel-i-i-1000 (left,right) values (7999,1);
insert into Rel-i-i-1000 (left,right) values (8000,1);
insert into Rel-i-i-1000 (left,right) values (8001,1);
insert into Rel-i-i-1000 (left,right) values (8002,1);
insert into Rel-i-i-1000 (left,right) values (8003,1);
insert into Rel-i-i-1000 (left,right) values (8004,1);
insert into Rel-i-i-1000 (left,right) values (8005,1);
insert into Rel-i-i-1000 (left,right) values (8006,1);
insert into Rel-i-i-1000 (left,right) values (8007,1);
insert into Rel-i-i-1000 (left,right) values (8008,1);
insert into Rel-i-i-1000 (left,right) values (8009,1);
insert into Rel-i-i-1000 (left,right) values (8010,1);
insert into Rel-i-i-1000 (left,right) values (8011,1);
insert into Rel-i-i-1000 (left,right) values (8012,1);
insert into Rel-i-i-1000 (left,right) values (8013,1);
insert into Rel-i-i-1000 (left,right) values (8014,1);
insert into Rel-i-i-1000 (left,right) values (8015,1);
insert into Rel-i-i-1000 (left,right) values (8016,1);
insert into Rel-i-i-1000 (left,right) values (8017,1);
insert into Rel-i-i-1000 (left,right) values (8018,1);
insert into Rel-i-i-1000 (left,right) values (8019,1);
insert into Rel-i-i-1000 (left,right) values (8020,1);
insert into Rel-i-i-1000 (left,right) values (8021,1);
insert into Rel-i-i-1000 (left,right) values (8022,1);
insert into Rel-i-i-1000 (left,right) values (8023,1);
insert into Rel-i-i-1000 (left,right) values (8024,1);
insert into Rel-i-i-1000 (left,right) values (8025,1);
insert into Rel-i-i-1000 (left,right) values (8026,1);
insert into Rel-i-i-1000 (left,right) values (8027,1);
insert into Rel-i-i-1000 (left,right) values (8028,1);
insert into Rel-i-i-1000 (left,right) values (8029,1);
insert into Rel-i-i-1000 (left,right) values (8030,1);
insert into Rel-i-i-1000 (left,right) values (8031,1);
insert into Rel-i-i-1000 (left,right) values (8032,1);
insert into Rel-i-i-1000 (left,right) values (8033,1);
insert into Rel-i-i-1000 (left,right) values (8034,1);
insert into Rel-i-i-1000 (left,right) values (8035,1);
insert into Rel-i-i-1000 (left,right) values (8036,1);
insert into Rel-i-i-1000 (left,right) values (8037,1);
insert into Rel-i-i-1000 (left,right) values (8038,1);
insert into Rel-i-i-1000 (left,right) values (8039,1);
insert into Rel-i-i-1000 (left,right) values (8040,1);
insert into Rel-i-i-1000 (left,right) values (8041,1);
insert into Rel-i-i-1000 (left,right) values (8042,1);
insert into Rel-i-i-1000 (left,right) values (8043,1);
insert into Rel-i-i-1000 (left,right) values (8044,1);
insert into Rel-i-i-1000 (left,right) values (8045,1);
insert into Rel-i-i-1000 (left,right) values (8046,1);
insert into Rel-i-i-1000 (left,right) values (8047,1);
insert into Rel-i-i-1000 (left,right) values (8048,1);
insert into Rel-i-i-1000 (left,right) values (8049,1);
insert into Rel-i-i-1000 (left,right) values (8050,1);
insert into Rel-i-i-1000 (left,right) values (8051,1);
insert into Rel-i-i-1000 (left,right) values (8052,1);
insert into Rel-i-i-1000 (left,right) values (8053,1);
insert into Rel-i-i-1000 (left,right) values (8054,1);
insert into Rel-i-i-1000 (left,right) values (8055,1);
insert into Rel-i-i-1000 (left,right) values (8056,1);
insert into Rel-i-i-1000 (left,right) values (8057,1);
insert into Rel-i-i-1000 (left,right) values (8058,1);
insert into Rel-i-i-1000 (left,right) values (8059,1);
insert into Rel-i-i-1000 (left,right) values (8060,1);
insert into Rel-i-i-1000 (left,right) values (8061,1);
insert into Rel-i-i-1000 (left,right) values (8062,1);
insert into Rel-i-i-1000 (left,right) values (8063,1);
insert into Rel-i-i-1000 (left,right) values (8064,1);
insert into Rel-i-i-1000 (left,right) values (8065,1);
insert into Rel-i-i-1000 (left,right) values (8066,1);
insert into Rel-i-i-1000 (left,right) values (8067,1);
insert into Rel-i-i-1000 (left,right) values (8068,1);
insert into Rel-i-i-1000 (left,right) values (8069,1);
insert into Rel-i-i-1000 (left,right) values (8070,1);
insert into Rel-i-i-1000 (left,right) values (8071,1);
insert into Rel-i-i-1000 (left,right) values (8072,1);
insert into Rel-i-i-1000 (left,right) values (8073,1);
insert into Rel-i-i-1000 (left,right) values (8074,1);
insert into Rel-i-i-1000 (left,right) values (8075,1);
insert into Rel-i-i-1000 (left,right) values (8076,1);
insert into Rel-i-i-1000 (left,right) values (8077,1);
insert into Rel-i-i-1000 (left,right) values (8078,1);
insert into Rel-i-i-1000 (left,right) values (8079,1);
insert into Rel-i-i-1000 (left,right) values (8080,1);
insert into Rel-i-i-1000 (left,right) values (8081,1);
insert into Rel-i-i-1000 (left,right) values (8082,1);
insert into Rel-i-i-1000 (left,right) values (8083,1);
insert into Rel-i-i-1000 (left,right) values (8084,1);
insert into Rel-i-i-1000 (left,right) values (8085,1);
insert into Rel-i-i-1000 (left,right) values (8086,1);
insert into Rel-i-i-1000 (left,right) values (8087,1);
insert into Rel-i-i-1000 (left,right) values (8088,1);
insert into Rel-i-i-1000 (left,right) values (8089,1);
insert into Rel-i-i-1000 (left,right) values (8090,1);
insert into Rel-i-i-1000 (left,right) values (8091,1);
insert into Rel-i-i-1000 (left,right) values (8092,1);
insert into Rel-i-i-1000 (left,right) values (8093,1);
insert into Rel-i-i-1000 (left,right) values (8094,1);
insert into Rel-i-i-1000 (left,right) values (8095,1);
insert into Rel-i-i-1000 (left,right) values (8096,1);
insert into Rel-i-i-1000 (left,right) values (8097,1);
insert into Rel-i-i-1000 (left,right) values (8098,1);
insert into Rel-i-i-1000 (left,right) values (8099,1);
insert into Rel-i-i-1000 (left,right) values (8100,1);
insert into Rel-i-i-1000 (left,right) values (8101,1);
insert into Rel-i-i-1000 (left,right) values (8102,1);
insert into Rel-i-i-1000 (left,right) values (8103,1);
insert into Rel-i-i-1000 (left,right) values (8104,1);
insert into Rel-i-i-1000 (left,right) values (8105,1);
insert into Rel-i-i-1000 (left,right) values (8106,1);
insert into Rel-i-i-1000 (left,right) values (8107,1);
insert into Rel-i-i-1000 (left,right) values (8108,1);
insert into Rel-i-i-1000 (left,right) values (8109,1);
insert into Rel-i-i-1000 (left,right) values (8110,1);
insert into Rel-i-i-1000 (left,right) values (8111,1);
insert into Rel-i-i-1000 (left,right) values (8112,1);
insert into Rel-i-i-1000 (left,right) values (8113,1);
insert into Rel-i-i-1000 (left,right) values (8114,1);
insert into Rel-i-i-1000 (left,right) values (8115,1);
insert into Rel-i-i-1000 (left,right) values (8116,1);
insert into Rel-i-i-1000 (left,right) values (8117,1);
insert into Rel-i-i-1000 (left,right) values (8118,1);
insert into Rel-i-i-1000 (left,right) values (8119,1);
insert into Rel-i-i-1000 (left,right) values (8120,1);
insert into Rel-i-i-1000 (left,right) values (8121,1);
insert into Rel-i-i-1000 (left,right) values (8122,1);
insert into Rel-i-i-1000 (left,right) values (8123,1);
insert into Rel-i-i-1000 (left,right) values (8124,1);
insert into Rel-i-i-1000 (left,right) values (8125,1);
insert into Rel-i-i-1000 (left,right) values (8126,1);
insert into Rel-i-i-1000 (left,right) values (8127,1);
insert into Rel-i-i-1000 (left,right) values (8128,1);
insert into Rel-i-i-1000 (left,right) values (8129,1);
insert into Rel-i-i-1000 (left,right) values (8130,1);
insert into Rel-i-i-1000 (left,right) values (8131,1);
insert into Rel-i-i-1000 (left,right) values (8132,1);
insert into Rel-i-i-1000 (left,right) values (8133,1);
insert into Rel-i-i-1000 (left,right) values (8134,1);
insert into Rel-i-i-1000 (left,right) values (8135,1);
insert into Rel-i-i-1000 (left,right) values (8136,1);
insert into Rel-i-i-1000 (left,right) values (8137,1);
insert into Rel-i-i-1000 (left,right) values (8138,1);
insert into Rel-i-i-1000 (left,right) values (8139,1);
insert into Rel-i-i-1000 (left,right) values (8140,1);
insert into Rel-i-i-1000 (left,right) values (8141,1);
insert into Rel-i-i-1000 (left,right) values (8142,1);
insert into Rel-i-i-1000 (left,right) values (8143,1);
insert into Rel-i-i-1000 (left,right) values (8144,1);
insert into Rel-i-i-1000 (left,right) values (8145,1);
insert into Rel-i-i-1000 (left,right) values (8146,1);
insert into Rel-i-i-1000 (left,right) values (8147,1);
insert into Rel-i-i-1000 (left,right) values (8148,1);
insert into Rel-i-i-1000 (left,right) values (8149,1);
insert into Rel-i-i-1000 (left,right) values (8150,1);
insert into Rel-i-i-1000 (left,right) values (8151,1);
insert into Rel-i-i-1000 (left,right) values (8152,1);
insert into Rel-i-i-1000 (left,right) values (8153,1);
insert into Rel-i-i-1000 (left,right) values (8154,1);
insert into Rel-i-i-1000 (left,right) values (8155,1);
insert into Rel-i-i-1000 (left,right) values (8156,1);
insert into Rel-i-i-1000 (left,right) values (8157,1);
insert into Rel-i-i-1000 (left,right) values (8158,1);
insert into Rel-i-i-1000 (left,right) values (8159,1);
insert into Rel-i-i-1000 (left,right) values (8160,1);
insert into Rel-i-i-1000 (left,right) values (8161,1);
insert into Rel-i-i-1000 (left,right) values (8162,1);
insert into Rel-i-i-1000 (left,right) values (8163,1);
insert into Rel-i-i-1000 (left,right) values (8164,1);
insert into Rel-i-i-1000 (left,right) values (8165,1);
insert into Rel-i-i-1000 (left,right) values (8166,1);
insert into Rel-i-i-1000 (left,right) values (8167,1);
insert into Rel-i-i-1000 (left,right) values (8168,1);
insert into Rel-i-i-1000 (left,right) values (8169,1);
insert into Rel-i-i-1000 (left,right) values (8170,1);
insert into Rel-i-i-1000 (left,right) values (8171,1);
insert into Rel-i-i-1000 (left,right) values (8172,1);
insert into Rel-i-i-1000 (left,right) values (8173,1);
insert into Rel-i-i-1000 (left,right) values (8174,1);
insert into Rel-i-i-1000 (left,right) values (8175,1);
insert into Rel-i-i-1000 (left,right) values (8176,1);
insert into Rel-i-i-1000 (left,right) values (8177,1);
insert into Rel-i-i-1000 (left,right) values (8178,1);
insert into Rel-i-i-1000 (left,right) values (8179,1);
insert into Rel-i-i-1000 (left,right) values (8180,1);
insert into Rel-i-i-1000 (left,right) values (8181,1);
insert into Rel-i-i-1000 (left,right) values (8182,1);
insert into Rel-i-i-1000 (left,right) values (8183,1);
insert into Rel-i-i-1000 (left,right) values (8184,1);
insert into Rel-i-i-1000 (left,right) values (8185,1);
insert into Rel-i-i-1000 (left,right) values (8186,1);
insert into Rel-i-i-1000 (left,right) values (8187,1);
insert into Rel-i-i-1000 (left,right) values (8188,1);
insert into Rel-i-i-1000 (left,right) values (8189,1);
insert into Rel-i-i-1000 (left,right) values (8190,1);
insert into Rel-i-i-1000 (left,right) values (8191,1);
insert into Rel-i-i-1000 (left,right) values (8192,1);
insert into Rel-i-i-1000 (left,right) values (8193,1);
insert into Rel-i-i-1000 (left,right) values (8194,1);
insert into Rel-i-i-1000 (left,right) values (8195,1);
insert into Rel-i-i-1000 (left,right) values (8196,1);
insert into Rel-i-i-1000 (left,right) values (8197,1);
insert into Rel-i-i-1000 (left,right) values (8198,1);
insert into Rel-i-i-1000 (left,right) values (8199,1);
insert into Rel-i-i-1000 (left,right) values (8200,1);
insert into Rel-i-i-1000 (left,right) values (8201,1);
insert into Rel-i-i-1000 (left,right) values (8202,1);
insert into Rel-i-i-1000 (left,right) values (8203,1);
insert into Rel-i-i-1000 (left,right) values (8204,1);
insert into Rel-i-i-1000 (left,right) values (8205,1);
insert into Rel-i-i-1000 (left,right) values (8206,1);
insert into Rel-i-i-1000 (left,right) values (8207,1);
insert into Rel-i-i-1000 (left,right) values (8208,1);
insert into Rel-i-i-1000 (left,right) values (8209,1);
insert into Rel-i-i-1000 (left,right) values (8210,1);
insert into Rel-i-i-1000 (left,right) values (8211,1);
insert into Rel-i-i-1000 (left,right) values (8212,1);
insert into Rel-i-i-1000 (left,right) values (8213,1);
insert into Rel-i-i-1000 (left,right) values (8214,1);
insert into Rel-i-i-1000 (left,right) values (8215,1);
insert into Rel-i-i-1000 (left,right) values (8216,1);
insert into Rel-i-i-1000 (left,right) values (8217,1);
insert into Rel-i-i-1000 (left,right) values (8218,1);
insert into Rel-i-i-1000 (left,right) values (8219,1);
insert into Rel-i-i-1000 (left,right) values (8220,1);
insert into Rel-i-i-1000 (left,right) values (8221,1);
insert into Rel-i-i-1000 (left,right) values (8222,1);
insert into Rel-i-i-1000 (left,right) values (8223,1);
insert into Rel-i-i-1000 (left,right) values (8224,1);
insert into Rel-i-i-1000 (left,right) values (8225,1);
insert into Rel-i-i-1000 (left,right) values (8226,1);
insert into Rel-i-i-1000 (left,right) values (8227,1);
insert into Rel-i-i-1000 (left,right) values (8228,1);
insert into Rel-i-i-1000 (left,right) values (8229,1);
insert into Rel-i-i-1000 (left,right) values (8230,1);
insert into Rel-i-i-1000 (left,right) values (8231,1);
insert into Rel-i-i-1000 (left,right) values (8232,1);
insert into Rel-i-i-1000 (left,right) values (8233,1);
insert into Rel-i-i-1000 (left,right) values (8234,1);
insert into Rel-i-i-1000 (left,right) values (8235,1);
insert into Rel-i-i-1000 (left,right) values (8236,1);
insert into Rel-i-i-1000 (left,right) values (8237,1);
insert into Rel-i-i-1000 (left,right) values (8238,1);
insert into Rel-i-i-1000 (left,right) values (8239,1);
insert into Rel-i-i-1000 (left,right) values (8240,1);
insert into Rel-i-i-1000 (left,right) values (8241,1);
insert into Rel-i-i-1000 (left,right) values (8242,1);
insert into Rel-i-i-1000 (left,right) values (8243,1);
insert into Rel-i-i-1000 (left,right) values (8244,1);
insert into Rel-i-i-1000 (left,right) values (8245,1);
insert into Rel-i-i-1000 (left,right) values (8246,1);
insert into Rel-i-i-1000 (left,right) values (8247,1);
insert into Rel-i-i-1000 (left,right) values (8248,1);
insert into Rel-i-i-1000 (left,right) values (8249,1);
insert into Rel-i-i-1000 (left,right) values (8250,1);
insert into Rel-i-i-1000 (left,right) values (8251,1);
insert into Rel-i-i-1000 (left,right) values (8252,1);
insert into Rel-i-i-1000 (left,right) values (8253,1);
insert into Rel-i-i-1000 (left,right) values (8254,1);
insert into Rel-i-i-1000 (left,right) values (8255,1);
insert into Rel-i-i-1000 (left,right) values (8256,1);
insert into Rel-i-i-1000 (left,right) values (8257,1);
insert into Rel-i-i-1000 (left,right) values (8258,1);
insert into Rel-i-i-1000 (left,right) values (8259,1);
insert into Rel-i-i-1000 (left,right) values (8260,1);
insert into Rel-i-i-1000 (left,right) values (8261,1);
insert into Rel-i-i-1000 (left,right) values (8262,1);
insert into Rel-i-i-1000 (left,right) values (8263,1);
insert into Rel-i-i-1000 (left,right) values (8264,1);
insert into Rel-i-i-1000 (left,right) values (8265,1);
insert into Rel-i-i-1000 (left,right) values (8266,1);
insert into Rel-i-i-1000 (left,right) values (8267,1);
insert into Rel-i-i-1000 (left,right) values (8268,1);
insert into Rel-i-i-1000 (left,right) values (8269,1);
insert into Rel-i-i-1000 (left,right) values (8270,1);
insert into Rel-i-i-1000 (left,right) values (8271,1);
insert into Rel-i-i-1000 (left,right) values (8272,1);
insert into Rel-i-i-1000 (left,right) values (8273,1);
insert into Rel-i-i-1000 (left,right) values (8274,1);
insert into Rel-i-i-1000 (left,right) values (8275,1);
insert into Rel-i-i-1000 (left,right) values (8276,1);
insert into Rel-i-i-1000 (left,right) values (8277,1);
insert into Rel-i-i-1000 (left,right) values (8278,1);
insert into Rel-i-i-1000 (left,right) values (8279,1);
insert into Rel-i-i-1000 (left,right) values (8280,1);
insert into Rel-i-i-1000 (left,right) values (8281,1);
insert into Rel-i-i-1000 (left,right) values (8282,1);
insert into Rel-i-i-1000 (left,right) values (8283,1);
insert into Rel-i-i-1000 (left,right) values (8284,1);
insert into Rel-i-i-1000 (left,right) values (8285,1);
insert into Rel-i-i-1000 (left,right) values (8286,1);
insert into Rel-i-i-1000 (left,right) values (8287,1);
insert into Rel-i-i-1000 (left,right) values (8288,1);
insert into Rel-i-i-1000 (left,right) values (8289,1);
insert into Rel-i-i-1000 (left,right) values (8290,1);
insert into Rel-i-i-1000 (left,right) values (8291,1);
insert into Rel-i-i-1000 (left,right) values (8292,1);
insert into Rel-i-i-1000 (left,right) values (8293,1);
insert into Rel-i-i-1000 (left,right) values (8294,1);
insert into Rel-i-i-1000 (left,right) values (8295,1);
insert into Rel-i-i-1000 (left,right) values (8296,1);
insert into Rel-i-i-1000 (left,right) values (8297,1);
insert into Rel-i-i-1000 (left,right) values (8298,1);
insert into Rel-i-i-1000 (left,right) values (8299,1);
insert into Rel-i-i-1000 (left,right) values (8300,1);
insert into Rel-i-i-1000 (left,right) values (8301,1);
insert into Rel-i-i-1000 (left,right) values (8302,1);
insert into Rel-i-i-1000 (left,right) values (8303,1);
insert into Rel-i-i-1000 (left,right) values (8304,1);
insert into Rel-i-i-1000 (left,right) values (8305,1);
insert into Rel-i-i-1000 (left,right) values (8306,1);
insert into Rel-i-i-1000 (left,right) values (8307,1);
insert into Rel-i-i-1000 (left,right) values (8308,1);
insert into Rel-i-i-1000 (left,right) values (8309,1);
insert into Rel-i-i-1000 (left,right) values (8310,1);
insert into Rel-i-i-1000 (left,right) values (8311,1);
insert into Rel-i-i-1000 (left,right) values (8312,1);
insert into Rel-i-i-1000 (left,right) values (8313,1);
insert into Rel-i-i-1000 (left,right) values (8314,1);
insert into Rel-i-i-1000 (left,right) values (8315,1);
insert into Rel-i-i-1000 (left,right) values (8316,1);
insert into Rel-i-i-1000 (left,right) values (8317,1);
insert into Rel-i-i-1000 (left,right) values (8318,1);
insert into Rel-i-i-1000 (left,right) values (8319,1);
insert into Rel-i-i-1000 (left,right) values (8320,1);
insert into Rel-i-i-1000 (left,right) values (8321,1);
insert into Rel-i-i-1000 (left,right) values (8322,1);
insert into Rel-i-i-1000 (left,right) values (8323,1);
insert into Rel-i-i-1000 (left,right) values (8324,1);
insert into Rel-i-i-1000 (left,right) values (8325,1);
insert into Rel-i-i-1000 (left,right) values (8326,1);
insert into Rel-i-i-1000 (left,right) values (8327,1);
insert into Rel-i-i-1000 (left,right) values (8328,1);
insert into Rel-i-i-1000 (left,right) values (8329,1);
insert into Rel-i-i-1000 (left,right) values (8330,1);
insert into Rel-i-i-1000 (left,right) values (8331,1);
insert into Rel-i-i-1000 (left,right) values (8332,1);
insert into Rel-i-i-1000 (left,right) values (8333,1);
insert into Rel-i-i-1000 (left,right) values (8334,1);
insert into Rel-i-i-1000 (left,right) values (8335,1);
insert into Rel-i-i-1000 (left,right) values (8336,1);
insert into Rel-i-i-1000 (left,right) values (8337,1);
insert into Rel-i-i-1000 (left,right) values (8338,1);
insert into Rel-i-i-1000 (left,right) values (8339,1);
insert into Rel-i-i-1000 (left,right) values (8340,1);
insert into Rel-i-i-1000 (left,right) values (8341,1);
insert into Rel-i-i-1000 (left,right) values (8342,1);
insert into Rel-i-i-1000 (left,right) values (8343,1);
insert into Rel-i-i-1000 (left,right) values (8344,1);
insert into Rel-i-i-1000 (left,right) values (8345,1);
insert into Rel-i-i-1000 (left,right) values (8346,1);
insert into Rel-i-i-1000 (left,right) values (8347,1);
insert into Rel-i-i-1000 (left,right) values (8348,1);
insert into Rel-i-i-1000 (left,right) values (8349,1);
insert into Rel-i-i-1000 (left,right) values (8350,1);
insert into Rel-i-i-1000 (left,right) values (8351,1);
insert into Rel-i-i-1000 (left,right) values (8352,1);
insert into Rel-i-i-1000 (left,right) values (8353,1);
insert into Rel-i-i-1000 (left,right) values (8354,1);
insert into Rel-i-i-1000 (left,right) values (8355,1);
insert into Rel-i-i-1000 (left,right) values (8356,1);
insert into Rel-i-i-1000 (left,right) values (8357,1);
insert into Rel-i-i-1000 (left,right) values (8358,1);
insert into Rel-i-i-1000 (left,right) values (8359,1);
insert into Rel-i-i-1000 (left,right) values (8360,1);
insert into Rel-i-i-1000 (left,right) values (8361,1);
insert into Rel-i-i-1000 (left,right) values (8362,1);
insert into Rel-i-i-1000 (left,right) values (8363,1);
insert into Rel-i-i-1000 (left,right) values (8364,1);
insert into Rel-i-i-1000 (left,right) values (8365,1);
insert into Rel-i-i-1000 (left,right) values (8366,1);
insert into Rel-i-i-1000 (left,right) values (8367,1);
insert into Rel-i-i-1000 (left,right) values (8368,1);
insert into Rel-i-i-1000 (left,right) values (8369,1);
insert into Rel-i-i-1000 (left,right) values (8370,1);
insert into Rel-i-i-1000 (left,right) values (8371,1);
insert into Rel-i-i-1000 (left,right) values (8372,1);
insert into Rel-i-i-1000 (left,right) values (8373,1);
insert into Rel-i-i-1000 (left,right) values (8374,1);
insert into Rel-i-i-1000 (left,right) values (8375,1);
insert into Rel-i-i-1000 (left,right) values (8376,1);
insert into Rel-i-i-1000 (left,right) values (8377,1);
insert into Rel-i-i-1000 (left,right) values (8378,1);
insert into Rel-i-i-1000 (left,right) values (8379,1);
insert into Rel-i-i-1000 (left,right) values (8380,1);
insert into Rel-i-i-1000 (left,right) values (8381,1);
insert into Rel-i-i-1000 (left,right) values (8382,1);
insert into Rel-i-i-1000 (left,right) values (8383,1);
insert into Rel-i-i-1000 (left,right) values (8384,1);
insert into Rel-i-i-1000 (left,right) values (8385,1);
insert into Rel-i-i-1000 (left,right) values (8386,1);
insert into Rel-i-i-1000 (left,right) values (8387,1);
insert into Rel-i-i-1000 (left,right) values (8388,1);
insert into Rel-i-i-1000 (left,right) values (8389,1);
insert into Rel-i-i-1000 (left,right) values (8390,1);
insert into Rel-i-i-1000 (left,right) values (8391,1);
insert into Rel-i-i-1000 (left,right) values (8392,1);
insert into Rel-i-i-1000 (left,right) values (8393,1);
insert into Rel-i-i-1000 (left,right) values (8394,1);
insert into Rel-i-i-1000 (left,right) values (8395,1);
insert into Rel-i-i-1000 (left,right) values (8396,1);
insert into Rel-i-i-1000 (left,right) values (8397,1);
insert into Rel-i-i-1000 (left,right) values (8398,1);
insert into Rel-i-i-1000 (left,right) values (8399,1);
insert into Rel-i-i-1000 (left,right) values (8400,1);
insert into Rel-i-i-1000 (left,right) values (8401,1);
insert into Rel-i-i-1000 (left,right) values (8402,1);
insert into Rel-i-i-1000 (left,right) values (8403,1);
insert into Rel-i-i-1000 (left,right) values (8404,1);
insert into Rel-i-i-1000 (left,right) values (8405,1);
insert into Rel-i-i-1000 (left,right) values (8406,1);
insert into Rel-i-i-1000 (left,right) values (8407,1);
insert into Rel-i-i-1000 (left,right) values (8408,1);
insert into Rel-i-i-1000 (left,right) values (8409,1);
insert into Rel-i-i-1000 (left,right) values (8410,1);
insert into Rel-i-i-1000 (left,right) values (8411,1);
insert into Rel-i-i-1000 (left,right) values (8412,1);
insert into Rel-i-i-1000 (left,right) values (8413,1);
insert into Rel-i-i-1000 (left,right) values (8414,1);
insert into Rel-i-i-1000 (left,right) values (8415,1);
insert into Rel-i-i-1000 (left,right) values (8416,1);
insert into Rel-i-i-1000 (left,right) values (8417,1);
insert into Rel-i-i-1000 (left,right) values (8418,1);
insert into Rel-i-i-1000 (left,right) values (8419,1);
insert into Rel-i-i-1000 (left,right) values (8420,1);
insert into Rel-i-i-1000 (left,right) values (8421,1);
insert into Rel-i-i-1000 (left,right) values (8422,1);
insert into Rel-i-i-1000 (left,right) values (8423,1);
insert into Rel-i-i-1000 (left,right) values (8424,1);
insert into Rel-i-i-1000 (left,right) values (8425,1);
insert into Rel-i-i-1000 (left,right) values (8426,1);
insert into Rel-i-i-1000 (left,right) values (8427,1);
insert into Rel-i-i-1000 (left,right) values (8428,1);
insert into Rel-i-i-1000 (left,right) values (8429,1);
insert into Rel-i-i-1000 (left,right) values (8430,1);
insert into Rel-i-i-1000 (left,right) values (8431,1);
insert into Rel-i-i-1000 (left,right) values (8432,1);
insert into Rel-i-i-1000 (left,right) values (8433,1);
insert into Rel-i-i-1000 (left,right) values (8434,1);
insert into Rel-i-i-1000 (left,right) values (8435,1);
insert into Rel-i-i-1000 (left,right) values (8436,1);
insert into Rel-i-i-1000 (left,right) values (8437,1);
insert into Rel-i-i-1000 (left,right) values (8438,1);
insert into Rel-i-i-1000 (left,right) values (8439,1);
insert into Rel-i-i-1000 (left,right) values (8440,1);
insert into Rel-i-i-1000 (left,right) values (8441,1);
insert into Rel-i-i-1000 (left,right) values (8442,1);
insert into Rel-i-i-1000 (left,right) values (8443,1);
insert into Rel-i-i-1000 (left,right) values (8444,1);
insert into Rel-i-i-1000 (left,right) values (8445,1);
insert into Rel-i-i-1000 (left,right) values (8446,1);
insert into Rel-i-i-1000 (left,right) values (8447,1);
insert into Rel-i-i-1000 (left,right) values (8448,1);
insert into Rel-i-i-1000 (left,right) values (8449,1);
insert into Rel-i-i-1000 (left,right) values (8450,1);
insert into Rel-i-i-1000 (left,right) values (8451,1);
insert into Rel-i-i-1000 (left,right) values (8452,1);
insert into Rel-i-i-1000 (left,right) values (8453,1);
insert into Rel-i-i-1000 (left,right) values (8454,1);
insert into Rel-i-i-1000 (left,right) values (8455,1);
insert into Rel-i-i-1000 (left,right) values (8456,1);
insert into Rel-i-i-1000 (left,right) values (8457,1);
insert into Rel-i-i-1000 (left,right) values (8458,1);
insert into Rel-i-i-1000 (left,right) values (8459,1);
insert into Rel-i-i-1000 (left,right) values (8460,1);
insert into Rel-i-i-1000 (left,right) values (8461,1);
insert into Rel-i-i-1000 (left,right) values (8462,1);
insert into Rel-i-i-1000 (left,right) values (8463,1);
